matchId,summonerName,riotIdGameName,riotIdTagline,teamId,champion,win,kills,deaths,assists,gold,damage_total,damage_magic,damage_physical,damage_true,item0,item1,item2,item3,item4,item5,item6,spell1Id,spell2Id,team_champs,enemy_champs
KR_7767237993,rladudgk205#8786,rladudgk205,8786,200,Ryze,False,2,7,22,9011,13565,11929,1085,550,0,2421,3158,3040,6657,0,2052,6,4,"['Ezreal', 'Ryze', 'Karma', 'Viego', 'Pantheon']","['Galio', 'Camille', 'Jinx', 'Yuumi', 'Ivern']"
KR_7767237993,삼수할뻔했다#KR1,삼수할뻔했다,KR1,200,Karma,False,2,8,25,8939,9350,8058,1075,216,3118,2031,3158,3504,0,3107,2052,3,4,"['Ezreal', 'Ryze', 'Karma', 'Viego', 'Pantheon']","['Galio', 'Camille', 'Jinx', 'Yuumi', 'Ivern']"
KR_7767237993,건들면 2미드#KR1,건들면 2미드,KR1,200,Viego,False,7,8,14,10047,12210,1376,10174,659,6610,3111,3153,2019,1037,0,2052,32,4,"['Ezreal', 'Ryze', 'Karma', 'Viego', 'Pantheon']","['Galio', 'Camille', 'Jinx', 'Yuumi', 'Ivern']"
KR_7767237993,혁명이  7#KR1,혁명이  7,KR1,200,Pantheon,False,9,12,18,9733,16693,2580,13419,693,3084,3121,3111,3075,0,0,2052,32,4,"['Ezreal', 'Ryze', 'Karma', 'Viego', 'Pantheon']","['Galio', 'Camille', 'Jinx', 'Yuumi', 'Ivern']"
KR_7744142992,발 팡#4356,발 팡,4356,100,Teemo,False,5,10,15,9210,16483,14440,1324,719,3118,3020,6653,2508,3802,0,2052,14,4,"['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']","['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']"
KR_7744142992,롤할때제왕#KR1,롤할때제왕,KR1,100,Yunara,False,16,12,10,11854,26290,10108,16182,0,3032,3006,6675,3031,6670,0,2052,6,4,"['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']","['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']"
KR_7744142992,이츠메추리얼#KR1,이츠메추리얼,KR1,100,Velkoz,False,1,6,20,8514,14979,11067,491,3420,3118,3020,3089,1052,1052,0,2052,21,4,"['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']","['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']"
KR_7744142992,아와와#KR00,아와와,KR00,100,Yone,False,6,10,7,9391,12862,2347,9314,1201,3153,6631,1037,1029,1036,3006,0,32,4,"['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']","['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']"
KR_7744142992,강을복#KR1,강을복,KR1,100,Hwei,False,5,4,16,9912,15669,14623,1046,0,0,0,1001,4645,2503,6653,2052,6,4,"['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']","['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']"
KR_7744142992,돌 쇠#고봉밥,돌 쇠,고봉밥,200,Lucian,True,10,6,11,11145,17592,2402,15189,0,3508,3158,3031,1042,1042,1018,2052,1,4,"['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']","['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']"
KR_7744142992,마 님#돌 쇠,마 님,돌 쇠,200,MissFortune,True,3,5,19,9849,10801,8055,1962,784,2503,3020,6653,3145,1058,0,2052,3,4,"['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']","['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']"
KR_7744142992,용인존잘#KR1,용인존잘,KR1,200,Shen,True,10,8,22,10813,14133,3451,9417,1265,3084,3748,3083,1001,1028,0,2052,32,4,"['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']","['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']"
KR_7744142992,4029584del#KR1,4029584del,KR1,200,Lissandra,True,15,9,19,11468,25586,22985,610,1990,3112,4630,1026,6653,3089,3020,2052,32,4,"['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']","['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']"
KR_7744142992,지 욱#KR1,지 욱,KR1,200,Ashe,True,4,5,19,10443,11139,1591,9548,0,3032,1038,1037,3085,3006,1018,2052,6,4,"['Lucian', 'MissFortune', 'Shen', 'Lissandra', 'Ashe']","['Teemo', 'Yunara', 'Velkoz', 'Yone', 'Hwei']"
KR_7747516161,함빼바#KR1,함빼바,KR1,100,Jax,False,10,16,22,13211,27802,10290,15399,2111,6610,3161,6333,3111,3057,1042,2052,4,32,"['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']","['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']"
KR_7747516161,월천호#KR1,월천호,KR1,100,Fiora,False,23,12,14,17431,38016,789,26960,10266,3111,3074,6333,3078,6610,3065,2052,32,4,"['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']","['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']"
KR_7747516161,peoplewars#KOREA,peoplewars,KOREA,100,Lux,False,4,10,39,13582,23315,20737,1062,1515,6655,2031,3020,3118,4628,3135,2052,13,4,"['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']","['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']"
KR_7747516161,김치희#KR1,김치희,KR1,100,Ryze,False,7,11,26,12864,37768,35475,973,1319,6657,3040,3110,3111,3135,0,2052,6,4,"['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']","['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']"
KR_7747516161,잠깐만뼈맞았잖아#KR1,잠깐만뼈맞았잖아,KR1,100,Karthus,False,12,15,33,14698,46691,42211,218,4261,3118,6653,3020,4645,3135,3916,2052,32,4,"['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']","['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']"
KR_7747516161,땅끝마을 착마리#KR1,땅끝마을 착마리,KR1,200,Twitch,True,16,11,34,17513,45662,49,40948,4664,3006,3153,3085,3031,3036,1053,2052,6,4,"['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']","['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']"
KR_7747516161,송대호#5060,송대호,5060,200,Maokai,True,8,13,33,13174,23443,21690,916,836,2503,6653,3111,3165,3147,2022,2052,32,4,"['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']","['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']"
KR_7747516161,막고라#999,막고라,999,200,LeeSin,True,16,13,34,15792,35559,6623,26887,2048,6610,3111,6333,3065,3071,1057,2052,32,4,"['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']","['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']"
KR_7747516161,강을복#KR1,강을복,KR1,200,Blitzcrank,True,3,10,30,12244,12208,9428,2597,182,3105,3111,3083,2504,3121,1028,2052,6,4,"['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']","['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']"
KR_7747516161,햄찌입에넣어벌임#KR1,햄찌입에넣어벌임,KR1,200,Aurora,True,21,10,34,17488,52153,49289,924,1939,3118,3111,3137,3157,6653,1058,2052,4,6,"['Twitch', 'Maokai', 'LeeSin', 'Blitzcrank', 'Aurora']","['Jax', 'Fiora', 'Lux', 'Ryze', 'Karthus']"
KR_7731674228,쪼랑말#KR1,쪼랑말,KR1,100,Renekton,True,11,5,24,13036,25551,3276,21262,1012,6610,3111,6692,3161,2021,0,2052,32,4,"['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']","['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']"
KR_7731674228,무료갓겜에이펙스#KR1,무료갓겜에이펙스,KR1,100,Jinx,True,16,7,24,13740,32351,768,31583,0,6672,3006,3085,3031,1018,3123,2052,6,4,"['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']","['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']"
KR_7731674228,ch1woo#777,ch1woo,777,100,Shen,True,3,9,33,10773,16402,5972,9618,811,3077,3111,2502,3084,1011,0,2052,32,4,"['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']","['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']"
KR_7731674228,너가 좀 알려줘#너도늙어봐,너가 좀 알려줘,너도늙어봐,100,Sona,True,3,7,37,10831,5716,4506,1209,0,6617,3040,3158,3504,1028,0,2052,13,4,"['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']","['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']"
KR_7731674228,포이즌쿠킹마스터#KR1,포이즌쿠킹마스터,KR1,100,Irelia,True,14,10,19,14015,39141,10068,27892,1180,3153,6610,3111,3091,1057,1031,2052,32,4,"['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']","['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']"
KR_7731674228,Hyolahme#이효준,Hyolahme,이효준,200,Chogath,False,6,11,24,11188,22938,11609,5432,5896,3084,3083,3047,1028,3110,1028,2052,32,4,"['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']","['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']"
KR_7731674228,재니언#KR1,재니언,KR1,200,Zed,False,10,8,19,11980,22912,1339,20987,585,3158,6692,3134,6699,6694,0,2052,32,4,"['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']","['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']"
KR_7731674228,몽박사#0414,몽박사,0414,200,Seraphine,False,2,11,29,10770,20261,18009,1567,684,3118,3020,3116,6653,3916,0,2052,3,4,"['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']","['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']"
KR_7731674228,서맹수#KR1,서맹수,KR1,200,Mel,False,14,8,14,12842,22058,19422,1752,883,6655,6653,4645,4630,1026,3020,2052,6,4,"['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']","['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']"
KR_7731674228,쵸코나라곤듀#KR1,쵸코나라곤듀,KR1,200,Leblanc,False,5,9,20,10163,25511,21625,1462,2423,2503,6653,3145,3020,0,1058,2052,32,4,"['Chogath', 'Zed', 'Seraphine', 'Mel', 'Leblanc']","['Renekton', 'Jinx', 'Shen', 'Sona', 'Irelia']"
KR_7745918974,NAVI#kr4,NAVI,kr4,100,Lulu,True,1,5,53,12256,10016,8819,1196,0,6617,3040,3158,3504,3067,3114,2052,4,3,"['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']","['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']"
KR_7745918974,Keith Shadis#0617,Keith Shadis,0617,100,Kaisa,True,31,8,17,18756,55028,15804,39223,0,6672,3006,2421,3302,3072,3124,2052,1,4,"['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']","['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']"
KR_7745918974,이유니가식기전에#재 윤,이유니가식기전에,재 윤,100,Jayce,True,13,10,32,14904,36596,3310,31894,1392,3161,3134,6694,3111,3042,126697,2052,4,32,"['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']","['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']"
KR_7745918974,대충해도#KR1,대충해도,KR1,100,Kennen,True,10,11,29,12361,29802,27279,1254,1268,3137,3118,3020,3916,3067,4646,2052,4,32,"['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']","['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']"
KR_7745918974,오빠랑하려고만듬#0103,오빠랑하려고만듬,0103,100,Orianna,True,11,9,41,14091,34421,33042,1378,0,3040,3020,4645,3089,4630,1026,2052,4,3,"['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']","['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']"
KR_7745918974,XXXZZ#KR1,XXXZZ,KR1,200,Jinx,False,3,15,18,11449,11977,480,11496,0,3032,3006,3094,3031,0,0,2052,1,4,"['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']","['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']"
KR_7745918974,신망애#KR1,신망애,KR1,200,Gwen,False,8,14,20,12947,18778,12656,2569,3553,2420,3115,3009,3089,4633,0,2052,32,6,"['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']","['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']"
KR_7745918974,행발 시보관형#KR1,행발 시보관형,KR1,200,Thresh,False,11,12,25,13362,23978,21229,1938,810,1057,6665,2504,3075,3121,3111,2052,32,4,"['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']","['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']"
KR_7745918974,HLE Ch5vy#KR1,HLE Ch5vy,KR1,200,Fiora,False,8,17,16,12772,19944,947,14707,4289,3078,3074,2019,6610,1036,3111,2052,32,4,"['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']","['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']"
KR_7745918974,강을복#KR1,강을복,KR1,200,Hwei,False,12,8,17,14390,21589,20994,595,0,2503,3020,6653,3089,4645,0,2052,6,4,"['Jinx', 'Gwen', 'Thresh', 'Fiora', 'Hwei']","['Lulu', 'Kaisa', 'Jayce', 'Kennen', 'Orianna']"
KR_7747489718,sasim#KR1,sasim,KR1,100,Lux,True,6,3,16,6710,6199,5533,362,303,3020,3118,4646,0,0,0,0,4,6,"['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']","['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']"
KR_7747489718,이가큰괴물#KR1,이가큰괴물,KR1,100,Jinx,True,8,4,12,7337,9032,170,8658,203,6672,3006,1038,1037,1018,0,2052,7,4,"['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']","['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']"
KR_7747489718,1989 07 15#KR1,1989 07 15,KR1,100,Mel,True,8,2,13,6683,7710,6809,530,371,0,2503,1058,0,0,3020,0,6,4,"['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']","['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']"
KR_7747489718,강을복#KR1,강을복,KR1,100,Veigar,True,3,3,13,6286,8213,8132,80,0,6655,1001,3145,1058,0,0,2052,6,4,"['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']","['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']"
KR_7747489718,aaaaaaaaaaaaaaaa#2275,aaaaaaaaaaaaaaaa,2275,100,Teemo,True,4,3,11,6039,6612,5091,837,683,3118,6653,0,0,0,0,0,14,4,"['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']","['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']"
KR_7747489718,막고라#999,막고라,999,200,Yone,False,0,8,7,5065,3149,937,1674,537,3006,3153,1033,1029,0,0,2052,32,4,"['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']","['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']"
KR_7747489718,출퇴근하는노예쨩#KR1,출퇴근하는노예쨩,KR1,200,Caitlyn,False,1,6,8,6396,5320,353,4966,0,3070,126697,3158,2020,1036,1036,2052,6,4,"['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']","['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']"
KR_7747489718,iйg#KR1,iйg,KR1,200,Zilean,False,2,4,9,5734,2867,2521,258,87,6655,3070,3020,3145,0,0,2052,3,4,"['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']","['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']"
KR_7747489718,니트코모리#met,니트코모리,met,200,Syndra,False,6,6,6,7249,8572,8264,148,158,6655,4645,3020,0,0,0,2052,21,4,"['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']","['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']"
KR_7747489718,생각보다적게먹기#KR1,생각보다적게먹기,KR1,200,LeeSin,False,5,5,2,6592,4163,490,3613,59,126697,1001,6692,0,0,0,2052,32,4,"['Yone', 'Caitlyn', 'Zilean', 'Syndra', 'LeeSin']","['Lux', 'Jinx', 'Mel', 'Veigar', 'Teemo']"
KR_7777176005,우유에홍차#KR2,우유에홍차,KR2,100,Smolder,True,8,7,14,12100,15144,1294,13849,0,3078,3042,3158,3155,3094,2022,2052,6,4,"['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']","['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']"
KR_7777176005,요  밍#1004,요  밍,1004,100,Nautilus,True,2,10,13,10002,5925,4740,1185,0,3084,3121,3111,3083,0,0,2052,21,4,"['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']","['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']"
KR_7777176005,Drowning#9905,Drowning,9905,100,Diana,True,14,10,19,13920,27875,24121,1856,1897,6657,3111,6653,4633,3108,3147,0,32,4,"['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']","['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']"
KR_7777176005,동구는공주야#KR1,동구는공주야,KR1,100,Zeri,True,9,6,18,13229,20613,7999,12581,32,3087,3111,2031,3031,6673,0,2052,21,4,"['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']","['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']"
KR_7777176005,뽀 솔#1111,뽀 솔,1111,100,Kaisa,True,10,5,20,13359,20427,17715,2553,158,6655,2031,3042,3020,4628,4645,2052,1,4,"['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']","['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']"
KR_7777176005,군사보안구역#KR1,군사보안구역,KR1,200,Fizz,False,8,11,16,11030,19385,15199,2377,1809,6655,4646,3100,0,3145,3020,2052,32,4,"['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']","['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']"
KR_7777176005,S급 Troller#KR1,S급 Troller,KR1,200,Velkoz,False,8,10,19,11302,23236,18118,457,4660,6655,2031,3020,4645,1058,1058,2052,3,4,"['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']","['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']"
KR_7777176005,카시오페아담금주#KR1,카시오페아담금주,KR1,200,Teemo,False,6,6,11,10419,13754,10919,1004,1830,3118,3020,6653,2503,0,0,2052,14,4,"['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']","['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']"
KR_7777176005,가렌의농밀착즙눈물#0713,가렌의농밀착즙눈물,0713,200,Draven,False,12,7,11,13988,18453,0,18254,198,3031,6676,3006,3072,6670,1036,2052,6,4,"['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']","['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']"
KR_7777176005,SoSoLife#KR1,SoSoLife,KR1,200,Malzahar,False,3,9,18,10639,20675,20086,84,504,2503,2031,6653,3158,3145,1058,2052,21,4,"['Fizz', 'Velkoz', 'Teemo', 'Draven', 'Malzahar']","['Smolder', 'Nautilus', 'Diana', 'Zeri', 'Kaisa']"
KR_7741901596,짱 구#0917,짱 구,0917,100,Caitlyn,True,13,12,20,13826,23193,770,22302,120,3031,2031,3035,3094,6676,3006,2052,1,4,"['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']","['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']"
KR_7741901596,gs12#KR1,gs12,KR1,100,Brand,True,8,11,26,12402,34200,32070,493,1637,6653,2503,3116,3916,1052,3020,0,32,4,"['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']","['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']"
KR_7741901596,개굴개굴개구리#0303,개굴개굴개구리,0303,100,Ornn,True,4,9,27,11358,14320,8133,5741,445,2051,3083,3121,3111,1057,1011,2052,32,4,"['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']","['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']"
KR_7741901596,중요한건꺾이지않는마음#1234,중요한건꺾이지않는마음,1234,100,LeeSin,True,4,12,31,11959,23073,7056,15068,949,6692,6610,3111,6333,3044,0,2052,32,4,"['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']","['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']"
KR_7741901596,우리 아빠 소방관#imnew,우리 아빠 소방관,imnew,100,Zoe,True,22,8,18,15129,44662,35263,2589,6809,4645,3158,4628,3102,6655,1026,2052,14,4,"['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']","['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']"
KR_7741901596,술권하는재#KR1,술권하는재,KR1,200,FiddleSticks,False,12,10,18,12638,30430,29093,142,1194,2420,0,3135,3118,3102,3020,3330,32,4,"['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']","['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']"
KR_7741901596,심심한심씨#KR1,심심한심씨,KR1,200,Leblanc,False,13,12,17,12579,38763,35060,883,2818,6655,3020,4646,4645,4630,1026,2052,32,4,"['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']","['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']"
KR_7741901596,여봐요 look#KR1,여봐요 look,KR1,200,Soraka,False,2,6,37,10856,5730,5313,416,0,3158,3121,6617,3083,3067,3114,2052,4,3,"['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']","['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']"
KR_7741901596,꽁끼낑깡낑꽁깡꽁#KR1,꽁끼낑깡낑꽁깡꽁,KR1,200,Viego,False,16,10,13,13474,30312,4052,25182,1077,3078,3111,6610,3053,1057,1043,2052,32,4,"['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']","['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']"
KR_7741901596,Nunuzzdenuz#888,Nunuzzdenuz,888,200,MonkeyKing,False,9,13,18,12103,25999,3451,20024,2523,6610,3078,3111,3156,1037,0,2052,32,4,"['FiddleSticks', 'Leblanc', 'Soraka', 'Viego', 'MonkeyKing']","['Caitlyn', 'Brand', 'Ornn', 'LeeSin', 'Zoe']"
KR_7778374213,몸 매#KR1,몸 매,KR1,100,Singed,False,9,13,20,12302,15412,13462,722,1226,0,3742,6653,3116,6657,3009,2052,32,4,"['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']","['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']"
KR_7778374213,일리피카츄#KR1,일리피카츄,KR1,100,Ziggs,False,2,10,19,10613,12020,11554,465,0,6653,3070,3020,4645,3145,3802,2052,3,4,"['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']","['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']"
KR_7778374213,사나이 정봉팔#알빠노메일,사나이 정봉팔,알빠노메일,100,Twitch,False,14,10,18,14806,28697,188,25476,3032,3032,3006,3085,3031,3033,0,2052,1,4,"['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']","['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']"
KR_7778374213,미남사장님#KR1,미남사장님,KR1,100,Morgana,False,4,10,23,11209,11373,10167,609,595,1052,3020,3157,2503,3165,1028,2052,3,4,"['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']","['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']"
KR_7778374213,필쥬지#KR1,필쥬지,KR1,100,Samira,False,13,9,15,14135,22581,2789,19153,639,1018,1037,3111,6673,3072,6676,2052,32,4,"['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']","['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']"
KR_7778374213,Nunuzzdenuz#888,Nunuzzdenuz,888,200,TwistedFate,True,7,8,21,12866,20508,18287,1920,300,1058,2421,3100,3094,3111,6657,2052,6,4,"['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']","['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']"
KR_7778374213,이씨가문 마지막 공주#KR01,이씨가문 마지막 공주,KR01,200,Vayne,True,25,8,11,16261,31001,1703,23154,6144,3153,3124,6665,3006,3302,1042,2052,1,4,"['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']","['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']"
KR_7778374213,Ainz Ooal Gown#KR01,Ainz Ooal Gown,KR01,200,Yuumi,True,4,6,42,11954,23276,23127,149,0,6655,2031,4628,4645,1058,0,2052,3,13,"['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']","['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']"
KR_7778374213,김째깐#KR1,김째깐,KR1,200,Annie,True,5,12,28,11698,23162,21561,380,1221,6655,3020,3118,4646,0,0,2052,32,4,"['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']","['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']"
KR_7778374213,무서운야옹이2#KR1,무서운야옹이2,KR1,200,Yone,True,11,8,16,13657,20676,3536,14591,2549,3006,3153,6673,3031,3133,1029,2052,4,32,"['TwistedFate', 'Vayne', 'Yuumi', 'Annie', 'Yone']","['Singed', 'Ziggs', 'Twitch', 'Morgana', 'Samira']"
KR_7766495955,백지헌#폴라포여신,백지헌,폴라포여신,100,Kaisa,True,3,3,19,9097,18150,14218,3932,0,6655,1001,4628,3145,0,0,2052,6,4,"['Kaisa', 'Sylas', 'Twitch', 'Janna', 'Thresh']","['Leblanc', 'Pyke', 'Viego', 'Vayne', 'Alistar']"
KR_7766495955,Sad#Nyaza,Sad,Nyaza,100,Sylas,True,15,5,13,10917,21940,20411,659,869,3152,0,0,4633,4629,3020,2052,32,4,"['Kaisa', 'Sylas', 'Twitch', 'Janna', 'Thresh']","['Leblanc', 'Pyke', 'Viego', 'Vayne', 'Alistar']"
KR_7766495955,leegy0102#KR01,leegy0102,KR01,100,Twitch,True,6,6,8,9873,8480,40,7400,1039,1043,1043,0,3085,3153,3006,0,1,4,"['Kaisa', 'Sylas', 'Twitch', 'Janna', 'Thresh']","['Leblanc', 'Pyke', 'Viego', 'Vayne', 'Alistar']"
KR_7766495955,식이랜드#KR1,식이랜드,KR1,100,Janna,True,5,2,20,8975,6332,5464,458,410,3107,6617,2031,3158,3118,0,0,3,4,"['Kaisa', 'Sylas', 'Twitch', 'Janna', 'Thresh']","['Leblanc', 'Pyke', 'Viego', 'Vayne', 'Alistar']"
