matchId,time_sec,minute,killerId,killer_team,killer_name,killer_champ,victimId,victim_team,victim_name,victim_champ,assistIds
KR_7766018391,467.596,7.79,5,100.0,김루엘#123,Zoe,6,200,그날너는#8271,Jayce,[]
KR_7766018391,473.574,7.89,3,100.0,성실하게살고싶다#KR1,Alistar,10,200,디구리구리#KR1,Karma,"[1, 4, 5]"
KR_7766018391,482.658,8.04,5,100.0,김루엘#123,Zoe,9,200,토체스왕#KR1,Ezreal,"[2, 3, 4]"
KR_7766018391,484.695,8.08,7,200.0,포이즌쿠킹마스터#KR1,Rumble,4,100,나르 사랑해#KR1,Poppy,"[8, 9]"
KR_7766018391,486.665,8.11,1,100.0,팹시콜라병#KR1,Corki,8,200,귤 락#5959,Jhin,"[3, 4, 5]"
KR_7766018391,487.567,8.13,8,200.0,귤 락#5959,Jhin,1,100,팹시콜라병#KR1,Corki,[10]
KR_7766018391,490.472,8.17,3,100.0,성실하게살고싶다#KR1,Alistar,7,200,포이즌쿠킹마스터#KR1,Rumble,"[1, 4, 5]"
KR_7766018391,490.606,8.18,7,200.0,포이즌쿠킹마스터#KR1,Rumble,3,100,성실하게살고싶다#KR1,Alistar,"[8, 9]"
KR_7766018391,499.088,8.32,6,200.0,그날너는#8271,Jayce,5,100,김루엘#123,Zoe,[8]
KR_7766018391,511.879,8.53,10,200.0,디구리구리#KR1,Karma,2,100,개잼없다#KR1,Sett,[6]
KR_7766018391,545.207,9.09,4,100.0,나르 사랑해#KR1,Poppy,10,200,디구리구리#KR1,Karma,"[1, 3, 5]"
KR_7766018391,546.143,9.1,8,200.0,귤 락#5959,Jhin,4,100,나르 사랑해#KR1,Poppy,"[6, 7, 9, 10]"
KR_7766018391,547.044,9.12,8,200.0,귤 락#5959,Jhin,3,100,성실하게살고싶다#KR1,Alistar,"[6, 7, 9, 10]"
KR_7625506739,99.651,1.66,7,200.0,최강사후르#1004,Aurora,3,100,Cicadas#0403,Leblanc,"[6, 8, 9, 10]"
KR_7625506739,148.018,2.47,10,200.0,국밥에샷추가#4086,Shaco,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 7, 8, 9]"
KR_7625506739,153.262,2.55,3,100.0,Cicadas#0403,Leblanc,6,200,털복숭이#KR1,Thresh,"[1, 2, 4, 5]"
KR_7625506739,173.873,2.9,4,100.0,참잘했어요#달팽이,Jax,7,200,최강사후르#1004,Aurora,[3]
KR_7625506739,175.276,2.92,10,200.0,국밥에샷추가#4086,Shaco,3,100,Cicadas#0403,Leblanc,[7]
KR_7625506739,178.382,2.97,9,200.0,황금의 장미#KR1,Jinx,4,100,참잘했어요#달팽이,Jax,"[6, 7]"
KR_7625506739,178.85,2.98,2,100.0,Nunuzzdenuz#888,TwistedFate,10,200,국밥에샷추가#4086,Shaco,"[1, 5]"
KR_7625506739,181.978,3.03,9,200.0,황금의 장미#KR1,Jinx,5,100,PowderBlue#KR2,Hwei,[10]
KR_7625506739,184.349,3.07,2,100.0,Nunuzzdenuz#888,TwistedFate,9,200,황금의 장미#KR1,Jinx,"[1, 5]"
KR_7625506739,194.304,3.24,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,8,200,레드맨고#KR1,MonkeyKing,"[2, 5]"
KR_7625506739,204.992,3.42,10,200.0,국밥에샷추가#4086,Shaco,2,100,Nunuzzdenuz#888,TwistedFate,[8]
KR_7625506739,209.0,3.48,3,100.0,Cicadas#0403,Leblanc,10,200,국밥에샷추가#4086,Shaco,"[1, 4, 5]"
KR_7625506739,293.237,4.89,5,100.0,PowderBlue#KR2,Hwei,6,200,털복숭이#KR1,Thresh,"[3, 4]"
KR_7625506739,295.125,4.92,9,200.0,황금의 장미#KR1,Jinx,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 7, 8]"
KR_7625506739,299.5,4.99,7,200.0,최강사후르#1004,Aurora,4,100,참잘했어요#달팽이,Jax,"[6, 8, 9, 10]"
KR_7625506739,323.037,5.38,9,200.0,황금의 장미#KR1,Jinx,2,100,Nunuzzdenuz#888,TwistedFate,[7]
KR_7625506739,326.677,5.44,3,100.0,Cicadas#0403,Leblanc,7,200,최강사후르#1004,Aurora,"[4, 5]"
KR_7625506739,327.278,5.45,8,200.0,레드맨고#KR1,MonkeyKing,3,100,Cicadas#0403,Leblanc,"[6, 10]"
KR_7625506739,330.752,5.51,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,9,200,황금의 장미#KR1,Jinx,[2]
KR_7625506739,331.153,5.52,10,200.0,국밥에샷추가#4086,Shaco,4,100,참잘했어요#달팽이,Jax,"[6, 8]"
KR_7625506739,338.307,5.64,10,200.0,국밥에샷추가#4086,Shaco,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 8, 9]"
KR_7625506739,338.341,5.64,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,10,200,국밥에샷추가#4086,Shaco,"[2, 4]"
KR_7625506739,374.113,6.24,9,200.0,황금의 장미#KR1,Jinx,5,100,PowderBlue#KR2,Hwei,[7]
KR_7625506739,413.59,6.89,7,200.0,최강사후르#1004,Aurora,2,100,Nunuzzdenuz#888,TwistedFate,"[6, 9, 10]"
KR_7625506739,430.906,7.18,4,100.0,참잘했어요#달팽이,Jax,10,200,국밥에샷추가#4086,Shaco,"[1, 5]"
KR_7625506739,434.68,7.24,6,200.0,털복숭이#KR1,Thresh,4,100,참잘했어요#달팽이,Jax,"[7, 9, 10]"
KR_7625506739,439.356,7.32,9,200.0,황금의 장미#KR1,Jinx,5,100,PowderBlue#KR2,Hwei,"[6, 10]"
KR_7625506739,468.017,7.8,8,200.0,레드맨고#KR1,MonkeyKing,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 7, 9]"
KR_7625506739,491.734,8.2,9,200.0,황금의 장미#KR1,Jinx,3,100,Cicadas#0403,Leblanc,"[6, 7, 10]"
KR_7625506739,495.241,8.25,5,100.0,PowderBlue#KR2,Hwei,6,200,털복숭이#KR1,Thresh,[3]
KR_7625506739,496.911,8.28,4,100.0,참잘했어요#달팽이,Jax,8,200,레드맨고#KR1,MonkeyKing,"[2, 5]"
KR_7625506739,497.445,8.29,4,100.0,참잘했어요#달팽이,Jax,7,200,최강사후르#1004,Aurora,"[3, 5]"
KR_7625506739,500.986,8.35,4,100.0,참잘했어요#달팽이,Jax,9,200,황금의 장미#KR1,Jinx,"[3, 5]"
KR_7625506739,505.662,8.43,5,100.0,PowderBlue#KR2,Hwei,10,200,국밥에샷추가#4086,Shaco,"[1, 2, 4]"
KR_7625506739,533.351,8.89,7,200.0,최강사후르#1004,Aurora,2,100,Nunuzzdenuz#888,TwistedFate,[]
KR_7625506739,547.496,9.12,7,200.0,최강사후르#1004,Aurora,4,100,참잘했어요#달팽이,Jax,"[6, 8, 10]"
KR_7625506739,549.533,9.16,7,200.0,최강사후르#1004,Aurora,5,100,PowderBlue#KR2,Hwei,"[8, 10]"
KR_7625506739,552.243,9.2,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,7,200,최강사후르#1004,Aurora,[5]
KR_7625506739,554.582,9.24,10,200.0,국밥에샷추가#4086,Shaco,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 7, 8]"
KR_7625506739,613.767,10.23,4,100.0,참잘했어요#달팽이,Jax,7,200,최강사후르#1004,Aurora,"[1, 2, 5]"
KR_7625506739,621.569,10.36,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,9,200,황금의 장미#KR1,Jinx,"[2, 4, 5]"
KR_7625506739,624.508,10.41,8,200.0,레드맨고#KR1,MonkeyKing,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 7, 9, 10]"
KR_7625506739,624.575,10.41,4,100.0,참잘했어요#달팽이,Jax,8,200,레드맨고#KR1,MonkeyKing,"[1, 2, 3, 5]"
KR_7625506739,625.577,10.43,10,200.0,국밥에샷추가#4086,Shaco,3,100,Cicadas#0403,Leblanc,"[6, 8]"
KR_7625506739,626.345,10.44,4,100.0,참잘했어요#달팽이,Jax,6,200,털복숭이#KR1,Thresh,"[1, 2, 3, 5]"
KR_7625506739,628.95,10.48,5,100.0,PowderBlue#KR2,Hwei,10,200,국밥에샷추가#4086,Shaco,"[1, 4]"
KR_7625506739,648.255,10.8,7,200.0,최강사후르#1004,Aurora,5,100,PowderBlue#KR2,Hwei,[10]
KR_7625506739,650.426,10.84,4,100.0,참잘했어요#달팽이,Jax,7,200,최강사후르#1004,Aurora,"[2, 5]"
KR_7625506739,660.341,11.01,6,200.0,털복숭이#KR1,Thresh,4,100,참잘했어요#달팽이,Jax,"[7, 8, 9]"
KR_7625506739,744.045,12.4,10,200.0,국밥에샷추가#4086,Shaco,4,100,참잘했어요#달팽이,Jax,"[6, 7, 8, 9]"
KR_7625506739,746.483,12.44,9,200.0,황금의 장미#KR1,Jinx,3,100,Cicadas#0403,Leblanc,"[6, 7, 10]"
KR_7625506739,746.75,12.45,5,100.0,PowderBlue#KR2,Hwei,6,200,털복숭이#KR1,Thresh,"[1, 2, 4]"
KR_7625506739,747.752,12.46,7,200.0,최강사후르#1004,Aurora,5,100,PowderBlue#KR2,Hwei,"[6, 8, 10]"
KR_7625506739,750.091,12.5,10,200.0,국밥에샷추가#4086,Shaco,2,100,Nunuzzdenuz#888,TwistedFate,"[7, 9]"
KR_7625506739,755.0,12.58,9,200.0,황금의 장미#KR1,Jinx,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 7, 8, 10]"
KR_7625506739,781.229,13.02,3,100.0,Cicadas#0403,Leblanc,9,200,황금의 장미#KR1,Jinx,[]
KR_7625506739,787.074,13.12,10,200.0,국밥에샷추가#4086,Shaco,3,100,Cicadas#0403,Leblanc,"[7, 9]"
KR_7625506739,793.421,13.22,4,100.0,참잘했어요#달팽이,Jax,8,200,레드맨고#KR1,MonkeyKing,[]
KR_7625506739,794.222,13.24,2,100.0,Nunuzzdenuz#888,TwistedFate,10,200,국밥에샷추가#4086,Shaco,[]
KR_7625506739,847.308,14.12,7,200.0,최강사후르#1004,Aurora,4,100,참잘했어요#달팽이,Jax,"[6, 9, 10]"
KR_7625506739,850.791,14.18,5,100.0,PowderBlue#KR2,Hwei,8,200,레드맨고#KR1,MonkeyKing,"[1, 2, 3, 4]"
KR_7625506739,851.125,14.19,6,200.0,털복숭이#KR1,Thresh,3,100,Cicadas#0403,Leblanc,"[7, 8, 9]"
KR_7625506739,858.807,14.31,2,100.0,Nunuzzdenuz#888,TwistedFate,7,200,최강사후르#1004,Aurora,"[1, 5]"
KR_7625506739,861.747,14.36,9,200.0,황금의 장미#KR1,Jinx,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 7, 8, 10]"
KR_7625506739,865.387,14.42,5,100.0,PowderBlue#KR2,Hwei,9,200,황금의 장미#KR1,Jinx,"[1, 3]"
KR_7625506739,870.531,14.51,10,200.0,국밥에샷추가#4086,Shaco,2,100,Nunuzzdenuz#888,TwistedFate,"[6, 8, 9]"
KR_7625506739,877.812,14.63,5,100.0,PowderBlue#KR2,Hwei,10,200,국밥에샷추가#4086,Shaco,"[1, 2]"
KR_7625506739,904.242,15.07,10,200.0,국밥에샷추가#4086,Shaco,3,100,Cicadas#0403,Leblanc,"[6, 8]"
KR_7625506739,939.883,15.66,7,200.0,최강사후르#1004,Aurora,5,100,PowderBlue#KR2,Hwei,[8]
KR_7625506739,943.691,15.73,7,200.0,최강사후르#1004,Aurora,3,100,Cicadas#0403,Leblanc,[8]
KR_7625506739,945.194,15.75,4,100.0,참잘했어요#달팽이,Jax,7,200,최강사후르#1004,Aurora,"[3, 5]"
KR_7625506739,945.661,15.76,2,100.0,Nunuzzdenuz#888,TwistedFate,6,200,털복숭이#KR1,Thresh,[1]
KR_7625506739,949.101,15.82,9,200.0,황금의 장미#KR1,Jinx,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 8, 10]"
KR_7625506739,951.339,15.86,2,100.0,Nunuzzdenuz#888,TwistedFate,9,200,황금의 장미#KR1,Jinx,[1]
KR_7625506739,951.339,15.86,9,200.0,황금의 장미#KR1,Jinx,2,100,Nunuzzdenuz#888,TwistedFate,"[6, 10]"
KR_7625506739,951.807,15.86,8,200.0,레드맨고#KR1,MonkeyKing,4,100,참잘했어요#달팽이,Jax,"[6, 7, 9]"
KR_7625506739,991.554,16.53,3,100.0,Cicadas#0403,Leblanc,8,200,레드맨고#KR1,MonkeyKing,[4]
KR_7625506739,1025.245,17.09,7,200.0,최강사후르#1004,Aurora,4,100,참잘했어요#달팽이,Jax,"[6, 9, 10]"
KR_7625506739,1026.784,17.11,2,100.0,Nunuzzdenuz#888,TwistedFate,7,200,최강사후르#1004,Aurora,[4]
KR_7625506739,1029.456,17.16,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,9,200,황금의 장미#KR1,Jinx,[]
KR_7625506739,1032.695,17.21,6,200.0,털복숭이#KR1,Thresh,2,100,Nunuzzdenuz#888,TwistedFate,[7]
KR_7625506739,1041.749,17.36,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,6,200,털복숭이#KR1,Thresh,"[2, 3, 5]"
KR_7625506739,1046.968,17.45,5,100.0,PowderBlue#KR2,Hwei,10,200,국밥에샷추가#4086,Shaco,"[1, 3]"
KR_7625506739,1057.437,17.62,10,200.0,국밥에샷추가#4086,Shaco,3,100,Cicadas#0403,Leblanc,"[6, 8]"
KR_7625506739,1061.662,17.69,8,200.0,레드맨고#KR1,MonkeyKing,5,100,PowderBlue#KR2,Hwei,[10]
KR_7625506739,1070.353,17.84,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,8,200,레드맨고#KR1,MonkeyKing,"[4, 5]"
KR_7625506739,1077.734,17.96,10,200.0,국밥에샷추가#4086,Shaco,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[8, 9]"
KR_7625506739,1090.025,18.17,2,100.0,Nunuzzdenuz#888,TwistedFate,9,200,황금의 장미#KR1,Jinx,[4]
KR_7625506739,1091.829,18.2,6,200.0,털복숭이#KR1,Thresh,2,100,Nunuzzdenuz#888,TwistedFate,[7]
KR_7625506739,1102.716,18.38,7,200.0,최강사후르#1004,Aurora,4,100,참잘했어요#달팽이,Jax,"[6, 9, 10]"
KR_7625506739,1104.753,18.41,3,100.0,Cicadas#0403,Leblanc,7,200,최강사후르#1004,Aurora,[4]
KR_7625506739,1119.854,18.66,6,200.0,털복숭이#KR1,Thresh,3,100,Cicadas#0403,Leblanc,"[8, 10]"
KR_7625506739,1191.847,19.86,5,100.0,PowderBlue#KR2,Hwei,7,200,최강사후르#1004,Aurora,"[1, 4]"
KR_7625506739,1196.13,19.94,2,100.0,Nunuzzdenuz#888,TwistedFate,10,200,국밥에샷추가#4086,Shaco,[]
KR_7625506739,1196.698,19.94,9,200.0,황금의 장미#KR1,Jinx,3,100,Cicadas#0403,Leblanc,"[6, 7, 8]"
KR_7625506739,1200.239,20.0,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,9,200,황금의 장미#KR1,Jinx,"[3, 4, 5]"
KR_7625506739,1209.097,20.15,8,200.0,레드맨고#KR1,MonkeyKing,5,100,PowderBlue#KR2,Hwei,"[6, 7, 9]"
KR_7625506739,1215.78,20.26,6,200.0,털복숭이#KR1,Thresh,2,100,Nunuzzdenuz#888,TwistedFate,"[8, 10]"
KR_7625506739,1220.289,20.34,4,100.0,참잘했어요#달팽이,Jax,8,200,레드맨고#KR1,MonkeyKing,"[1, 2]"
KR_7625506739,1222.192,20.37,4,100.0,참잘했어요#달팽이,Jax,6,200,털복숭이#KR1,Thresh,"[1, 2]"
KR_7625506739,1237.956,20.63,7,200.0,최강사후르#1004,Aurora,4,100,참잘했어요#달팽이,Jax,"[6, 8]"
KR_7625506739,1243.534,20.73,7,200.0,최강사후르#1004,Aurora,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,[10]
KR_7625506739,1256.293,20.94,3,100.0,Cicadas#0403,Leblanc,7,200,최강사후르#1004,Aurora,"[1, 4]"
KR_7625506739,1259.467,20.99,10,200.0,국밥에샷추가#4086,Shaco,3,100,Cicadas#0403,Leblanc,"[7, 9]"
KR_7625506739,1315.406,21.92,9,200.0,황금의 장미#KR1,Jinx,5,100,PowderBlue#KR2,Hwei,[10]
KR_7625506739,1334.411,22.24,10,200.0,국밥에샷추가#4086,Shaco,3,100,Cicadas#0403,Leblanc,"[6, 7, 9]"
KR_7625506739,1334.448,22.24,3,100.0,Cicadas#0403,Leblanc,7,200,최강사후르#1004,Aurora,"[1, 4, 5]"
KR_7625506739,1336.72,22.28,4,100.0,참잘했어요#달팽이,Jax,9,200,황금의 장미#KR1,Jinx,[3]
KR_7625506739,1339.673,22.33,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,8,200,레드맨고#KR1,MonkeyKing,[2]
KR_7625506739,1344.015,22.4,2,100.0,Nunuzzdenuz#888,TwistedFate,10,200,국밥에샷추가#4086,Shaco,"[3, 4]"
KR_7625506739,1355.707,22.6,4,100.0,참잘했어요#달팽이,Jax,6,200,털복숭이#KR1,Thresh,"[1, 2]"
KR_7625506739,1410.618,23.51,9,200.0,황금의 장미#KR1,Jinx,4,100,참잘했어요#달팽이,Jax,"[6, 7]"
KR_7625506739,1413.039,23.55,6,200.0,털복숭이#KR1,Thresh,3,100,Cicadas#0403,Leblanc,"[7, 9, 10]"
KR_7625506739,1413.106,23.55,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,9,200,황금의 장미#KR1,Jinx,"[2, 3, 4, 5]"
KR_7625506739,1414.309,23.57,8,200.0,레드맨고#KR1,MonkeyKing,5,100,PowderBlue#KR2,Hwei,"[6, 7, 10]"
KR_7625506739,1416.146,23.6,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,7,200,최강사후르#1004,Aurora,"[3, 5]"
KR_7625506739,1420.127,23.67,8,200.0,레드맨고#KR1,MonkeyKing,2,100,Nunuzzdenuz#888,TwistedFate,"[6, 7]"
KR_7625506739,1429.331,23.82,10,200.0,국밥에샷추가#4086,Shaco,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Mordekaiser,"[6, 7, 8, 9]"
KR_7712890614,29.12,0.49,3,100.0,940503#KR1,Xerath,10,200,재능없는페이커#KR1,Jhin,"[1, 4, 5]"
KR_7712890614,44.618,0.74,7,200.0,Victoria Soldier#KR1,Azir,4,100,최강혁#KR1,Thresh,"[6, 8, 9]"
KR_7712890614,46.661,0.78,2,100.0,无法指定目标#888,Zoe,7,200,Victoria Soldier#KR1,Azir,"[3, 4, 5]"
KR_7712890614,70.571,1.18,2,100.0,无法指定目标#888,Zoe,6,200,령비비#KR1,Elise,"[1, 3, 4, 5]"
KR_7712890614,129.378,2.16,6,200.0,령비비#KR1,Elise,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Graves,"[7, 8, 9]"
KR_7712890614,150.394,2.51,9,200.0,지라리#KR1,Leblanc,4,100,최강혁#KR1,Thresh,"[7, 8, 10]"
KR_7712890614,151.496,2.52,3,100.0,940503#KR1,Xerath,7,200,Victoria Soldier#KR1,Azir,"[4, 5]"
KR_7712890614,151.496,2.52,3,100.0,940503#KR1,Xerath,8,200,로 미#1216,Ivern,[]
KR_7712890614,182.347,3.04,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,10,200,재능없는페이커#KR1,Jhin,"[2, 3, 4, 5]"
KR_7712890614,202.131,3.37,8,200.0,로 미#1216,Ivern,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Graves,"[6, 7, 9]"
KR_7712890614,207.654,3.46,5,100.0,하나아두울백#KR1,MissFortune,6,200,령비비#KR1,Elise,"[2, 3, 4]"
KR_7712890614,214.936,3.58,9,200.0,지라리#KR1,Leblanc,4,100,최강혁#KR1,Thresh,"[6, 7, 8, 10]"
KR_7712890614,248.716,4.15,6,200.0,령비비#KR1,Elise,4,100,최강혁#KR1,Thresh,"[8, 9]"
KR_7712890614,262.654,4.38,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,7,200,Victoria Soldier#KR1,Azir,"[3, 4]"
KR_7712890614,264.091,4.4,9,200.0,지라리#KR1,Leblanc,3,100,940503#KR1,Xerath,"[6, 10]"
KR_7712890614,264.792,4.41,5,100.0,하나아두울백#KR1,MissFortune,9,200,지라리#KR1,Leblanc,"[1, 3]"
KR_7712890614,265.226,4.42,6,200.0,령비비#KR1,Elise,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Graves,"[7, 8, 10]"
KR_7712890614,271.951,4.53,10,200.0,재능없는페이커#KR1,Jhin,5,100,하나아두울백#KR1,MissFortune,"[6, 8]"
KR_7712890614,281.705,4.7,2,100.0,无法指定目标#888,Zoe,6,200,령비비#KR1,Elise,"[4, 5]"
KR_7712890614,281.705,4.7,2,100.0,无法指定目标#888,Zoe,8,200,로 미#1216,Ivern,[]
KR_7712890614,312.235,5.2,5,100.0,하나아두울백#KR1,MissFortune,9,200,지라리#KR1,Leblanc,"[2, 3, 4]"
KR_7712890614,324.383,5.41,5,100.0,하나아두울백#KR1,MissFortune,10,200,재능없는페이커#KR1,Jhin,"[3, 4]"
KR_7712890614,327.656,5.46,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,7,200,Victoria Soldier#KR1,Azir,"[3, 4, 5]"
KR_7712890614,338.278,5.64,9,200.0,지라리#KR1,Leblanc,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Graves,"[6, 7, 8]"
KR_7712890614,359.23,5.99,4,100.0,최강혁#KR1,Thresh,9,200,지라리#KR1,Leblanc,"[2, 3, 5]"
KR_7712890614,359.23,5.99,7,200.0,Victoria Soldier#KR1,Azir,4,100,최강혁#KR1,Thresh,"[6, 8, 9]"
KR_7712890614,371.823,6.2,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,6,200,령비비#KR1,Elise,"[2, 3, 5]"
KR_7712890614,378.304,6.31,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,8,200,로 미#1216,Ivern,[]
KR_7712890614,379.539,6.33,7,200.0,Victoria Soldier#KR1,Azir,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Graves,"[8, 10]"
KR_7712890614,391.971,6.53,5,100.0,하나아두울백#KR1,MissFortune,7,200,Victoria Soldier#KR1,Azir,"[3, 4]"
KR_7712890614,392.573,6.54,9,200.0,지라리#KR1,Leblanc,5,100,하나아두울백#KR1,MissFortune,[7]
KR_7712890614,396.047,6.6,9,200.0,지라리#KR1,Leblanc,3,100,940503#KR1,Xerath,[7]
KR_7712890614,396.381,6.61,10,200.0,재능없는페이커#KR1,Jhin,2,100,无法指定目标#888,Zoe,[9]
KR_7712890614,402.345,6.71,4,100.0,최강혁#KR1,Thresh,9,200,지라리#KR1,Leblanc,"[2, 3]"
KR_7712890614,406.521,6.78,10,200.0,재능없는페이커#KR1,Jhin,4,100,최강혁#KR1,Thresh,"[6, 7, 9]"
KR_7712890614,455.515,7.59,2,100.0,无法指定目标#888,Zoe,7,200,Victoria Soldier#KR1,Azir,"[3, 4, 5]"
KR_7712890614,483.076,8.05,2,100.0,无法指定目标#888,Zoe,6,200,령비비#KR1,Elise,[3]
KR_7712890614,485.614,8.09,4,100.0,최강혁#KR1,Thresh,10,200,재능없는페이커#KR1,Jhin,[2]
KR_7712890614,487.285,8.12,10,200.0,재능없는페이커#KR1,Jhin,4,100,최강혁#KR1,Thresh,"[6, 7, 8, 9]"
KR_7712890614,488.12,8.14,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,9,200,지라리#KR1,Leblanc,"[2, 4, 5]"
KR_7712890614,497.616,8.29,5,100.0,하나아두울백#KR1,MissFortune,8,200,로 미#1216,Ivern,"[1, 2]"
KR_7712890614,499.853,8.33,5,100.0,하나아두울백#KR1,MissFortune,7,200,Victoria Soldier#KR1,Azir,"[1, 2, 3, 4]"
KR_7712890614,512.58,8.54,6,200.0,령비비#KR1,Elise,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Graves,[8]
KR_7712890614,516.194,8.6,5,100.0,하나아두울백#KR1,MissFortune,6,200,령비비#KR1,Elise,"[1, 2, 3]"
KR_7712890614,565.017,9.42,3,100.0,940503#KR1,Xerath,10,200,재능없는페이커#KR1,Jhin,[2]
KR_7712890614,589.599,9.83,2,100.0,无法指定目标#888,Zoe,8,200,로 미#1216,Ivern,"[3, 4, 5]"
KR_7712890614,598.684,9.98,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,7,200,Victoria Soldier#KR1,Azir,"[3, 4]"
KR_7712890614,605.115,10.09,9,200.0,지라리#KR1,Leblanc,4,100,최강혁#KR1,Thresh,"[6, 7, 10]"
KR_7712890614,607.654,10.13,3,100.0,940503#KR1,Xerath,9,200,지라리#KR1,Leblanc,"[1, 2, 4, 5]"
KR_7712890614,616.839,10.28,5,100.0,하나아두울백#KR1,MissFortune,10,200,재능없는페이커#KR1,Jhin,"[2, 3]"
KR_7712890614,620.781,10.35,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,6,200,령비비#KR1,Elise,"[2, 3, 5]"
KR_7712890614,662.701,11.05,9,200.0,지라리#KR1,Leblanc,3,100,940503#KR1,Xerath,[]
KR_7712890614,677.768,11.3,4,100.0,최강혁#KR1,Thresh,10,200,재능없는페이커#KR1,Jhin,"[1, 2, 5]"
KR_7712890614,679.505,11.33,7,200.0,Victoria Soldier#KR1,Azir,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Graves,"[8, 9, 10]"
KR_7712890614,683.253,11.39,2,100.0,无法指定目标#888,Zoe,7,200,Victoria Soldier#KR1,Azir,"[1, 4, 5]"
KR_7712890614,690.669,11.51,6,200.0,령비비#KR1,Elise,4,100,최강혁#KR1,Thresh,"[7, 8, 9]"
KR_7712890614,730.296,12.17,9,200.0,지라리#KR1,Leblanc,2,100,无法指定目标#888,Zoe,"[6, 8]"
KR_7712890614,731.331,12.19,4,100.0,최강혁#KR1,Thresh,6,200,령비비#KR1,Elise,"[2, 3]"
KR_7712890614,732.701,12.21,3,100.0,940503#KR1,Xerath,9,200,지라리#KR1,Leblanc,"[1, 2]"
KR_7712890614,737.99,12.3,3,100.0,940503#KR1,Xerath,7,200,Victoria Soldier#KR1,Azir,"[1, 2, 4, 5]"
KR_7712890614,738.491,12.31,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,10,200,재능없는페이커#KR1,Jhin,"[2, 4, 5]"
KR_7712890614,743.187,12.39,1,100.0,꽁끼낑깡낑꽁깡꽁#KR1,Graves,8,200,로 미#1216,Ivern,"[2, 4, 5]"
KR_7712890614,762.327,12.71,8,200.0,로 미#1216,Ivern,5,100,하나아두울백#KR1,MissFortune,[]
KR_7712890614,768.686,12.81,9,200.0,지라리#KR1,Leblanc,1,100,꽁끼낑깡낑꽁깡꽁#KR1,Graves,[]
KR_7712890614,768.786,12.81,4,100.0,최강혁#KR1,Thresh,9,200,지라리#KR1,Leblanc,"[1, 3]"
KR_7712890614,776.77,12.95,4,100.0,최강혁#KR1,Thresh,6,200,령비비#KR1,Elise,"[1, 2, 3]"
KR_7712890614,789.83,13.16,2,100.0,无法指定目标#888,Zoe,10,200,재능없는페이커#KR1,Jhin,"[3, 4]"
KR_7712890614,803.516,13.39,2,100.0,无法指定目标#888,Zoe,8,200,로 미#1216,Ivern,"[3, 4]"
